	E054	E055	E056	E061	E062	E122
ENSG00000182253	4754	489	1332	2055	1153	3759
ENSG00000182255	14	0	0	4	0	0
ENSG00000182256	307	2	2	2	0	0
ENSG00000182257	74	215	170	270	89	155
ENSG00000182261	0	1053	684	0	0	1
ENSG00000182263	2668	825	1298	5662	25	2638
ENSG00000182264	0	0	2	23	2	33
ENSG00000182271	0	0	0	1	0	0
ENSG00000182272	13290	279	359	2063	71	3962
ENSG00000182287	6763	2326	4718	71249	5411	6813
ENSG00000182307	9535	10363	14082	22809	2083	9121
ENSG00000182308	18	24	48	45	52	59
ENSG00000182315	0	0	2	0	0	0
ENSG00000182318	1241	854	2089	3079	229	3473
ENSG00000182319	16285	922	4269	6253	1136	11106
ENSG00000182324	345	223	568	279	222	272
ENSG00000182325	3143	3711	10843	5484	1681	9251
ENSG00000182326	841	1723	4706	382	204	135
ENSG00000182327	31	24	0	5	68	2
ENSG00000182329	36	3	1	3	2	1
ENSG00000182330	0	4	1	0	0	0
ENSG00000182333	0	0	0	0	1	0
ENSG00000182334	0	0	0	0	0	0
ENSG00000182346	0	0	0	0	0	0
ENSG00000182348	1	0	0	1	0	0
ENSG00000182352	0	0	0	2	36	0
ENSG00000182356	0	37	44	0	2	0
ENSG00000182359	761	236	322	1120	153	403
ENSG00000182362	769	1059	3244	2541	482	1565
ENSG00000182368	17	5	97	332	2	205
ENSG00000182372	3392	1837	3498	5562	3718	20122
ENSG00000182376	45	23	0	5	62	0
ENSG00000182378	3419	5143	16533	13205	1845	6918
ENSG00000182379	121	927	1810	415	38	16
ENSG00000182389	3178	18	32	484	199	95
ENSG00000182393	0	0	0	0	19	0
ENSG00000182400	2605	3411	1915	7927	880	5506
ENSG00000182405	435	270	270	582	118	331
ENSG00000182415	0	0	0	0	0	0
ENSG00000182446	14124	16759	57210	63215	10353	132105
ENSG00000182447	0	0	0	0	0	0
ENSG00000182450	18	36	76	242	1	82
ENSG00000182459	0	2	6	10	0	19
ENSG00000182463	242	113	64	54	1529	4
ENSG00000182472	120	192	18	38	652	71
ENSG00000182473	35145	18844	51562	49468	10428	67609
ENSG00000182481	19706	22173	51245	73399	2351	101203
ENSG00000182484	1780	2981	4480	5762	1606	5994
ENSG00000182489	9	36	172	8	101	204
ENSG00000182492	77	35079	253730	475	0	397244
ENSG00000182500	1692	7628	20679	24278	4868	23816
ENSG00000182504	4373	1703	2681	8171	960	2622
ENSG00000182508	68	0	1	172	4	0
ENSG00000182511	233	1564	8358	7682	4397	17514
ENSG00000182512	1652	4145	10476	13385	1004	7945
ENSG00000182518	832	897	1831	2851	143	604
ENSG00000182521	0	0	0	4	1	5
ENSG00000182533	0	4	43	0	3	0
ENSG00000182534	9876	17299	49978	61327	1015	16672
ENSG00000182541	1023	1717	6403	14647	9961	11350
ENSG00000182544	2670	4495	15264	15597	1551	17420
ENSG00000182545	3	4	0	31	6	18
ENSG00000182551	2381	6570	15112	40499	2287	16083
ENSG00000182552	894	1793	2062	4091	489	1106
ENSG00000182557	0	3	2	0	394	71
ENSG00000182566	0	0	0	0	56	0
ENSG00000182568	10583	1244	1320	8085	17833	3392
ENSG00000182572	18	47	403	46	2	2330
ENSG00000182575	1237	20	88	101	12	879
ENSG00000182578	21	34	166	0	21095	0
ENSG00000182580	28566	385	626	254	90	4
ENSG00000182583	0	0	0	0	0	0
ENSG00000182584	72	205	417	951	28	381
ENSG00000182585	5	35	73	0	22	2
ENSG00000182591	0	0	0	2	0	0
ENSG00000182600	417	359	629	251	197	1516
ENSG00000182601	75	0	0	0	0	0
ENSG00000182606	19772	14357	26823	30179	8141	45504
ENSG00000182611	16	52	244	136	2	1087
ENSG00000182612	59	106	378	114719	6	261
ENSG00000182613	0	0	0	0	0	0
ENSG00000182621	2460	1644	1507	44	1632	5267
ENSG00000182628	3609	2681	7305	12606	404	3106
ENSG00000182631	0	0	2	0	2	0
ENSG00000182632	13	69	14	44	0	23
ENSG00000182634	0	0	0	0	0	0
ENSG00000182636	13276	4048	15126	27147	18	7211
ENSG00000182645	0	0	0	0	0	0
ENSG00000182646	2907	4610	4946	3139	1797	8591
ENSG00000182652	0	0	0	0	0	0
ENSG00000182667	3763	4673	20418	113	6	284
ENSG00000182670	50499	16511	27869	37837	15294	30793
ENSG00000182674	11	7	2	0	0	34
ENSG00000182676	4	2	3	1	3	2
ENSG00000182685	741	201	424	438	199	1568
ENSG00000182687	5	18	46	6	29	128
ENSG00000182698	1	0	0	0	0	0
ENSG00000182700	588	298	701	2900	122	499
ENSG00000182704	9542	4577	13084	19125	0	12814
ENSG00000182712	652	1313	1877	2770	404	1584
ENSG00000182718	4981	271347	469225	160623	9501	585503
ENSG00000182732	13177	0	0	1	34	0
ENSG00000182742	0	2	29	2748	115	3784
ENSG00000182747	26	0	2	12	10	0
ENSG00000182749	1063	2369	4821	4252	1172	7608
ENSG00000182752	10	14048	22236	3	112	812
ENSG00000182759	4	1	6	8	6	15
ENSG00000182768	16766	9647	17875	31862	1944	18348
ENSG00000182771	8356	41	207	4	2	21
ENSG00000182776	16	0	0	0	1	0
ENSG00000182782	3	4	2	2	319	5
ENSG00000182783	0	0	0	0	0	0
ENSG00000182791	55	54	58	93	2	38
ENSG00000182793	0	0	0	0	0	0
ENSG00000182795	20	13	36	34	44	2
ENSG00000182798	20	0	1	1	5	1
ENSG00000182809	12715	739	12294	21539	380	174275
ENSG00000182810	1294	2341	4612	4753	1600	5498
ENSG00000182816	0	9	3	2	0	0
ENSG00000182824	0	0	0	0	0	0
ENSG00000182827	4582	5797	9243	12962	3352	7791
ENSG00000182831	4832	6921	9128	10053	4997	8472
ENSG00000182836	29	54	12	2	0	4
ENSG00000182851	0	8	3	0	0	29
ENSG00000182853	12	21	127	30	108	36
ENSG00000182854	0	0	2	6	0	0
ENSG00000182858	3263	3603	18036	17446	2473	10385
ENSG00000182866	0	0	2	0	10987	29
ENSG00000182870	13	30	37	1	13	30
ENSG00000182871	796	11579	39179	79142	2387	153041
ENSG00000182872	11248	15123	36127	18880	3836	23864
ENSG00000182885	15	0	1	0	1891	0
ENSG00000182890	9602	5580	6491	11546	1804	3121
ENSG00000182896	1	1	0	0	0	0
ENSG00000182898	0	0	0	0	0	0
ENSG00000182901	165	757	602	4	7	173
ENSG00000182902	4021	14	10	18	10	0
ENSG00000182903	3630	2079	2452	1638	2051	1854
ENSG00000182909	163	1097	865	1726	763	493
ENSG00000182912	128	19	55	34	74	258
ENSG00000182916	1305	733	1417	4533	0	794
ENSG00000182919	2174	1171	1050	4443	1030	1951
ENSG00000182923	2652	2211	2662	2861	1443	2522
ENSG00000182931	0	0	5	0	0	0
ENSG00000182934	9555	24513	91013	77550	15360	65479
ENSG00000182938	0	0	0	0	0	0
ENSG00000182944	30292	36056	89223	65366	24140	112931
ENSG00000182950	8	8	29	97	4	1
ENSG00000182952	3918	8710	8949	15895	3480	5243
ENSG00000182957	13715	2787	10370	7185	20853	5048
ENSG00000182963	3833	4494	16013	13573	0	13150
ENSG00000182968	7689	16	7	1895	0	0
ENSG00000182973	2796	3687	4875	5798	1826	5116
ENSG00000182974	0	0	0	2	0	0
ENSG00000182979	22394	20065	32839	35811	6434	33501
ENSG00000182983	712	703	320	978	248	625
ENSG00000182985	14410	232	530	12381	202	226
ENSG00000182986	3003	1535	1373	2742	601	3108
ENSG00000182993	132	199	188	348	147	132
ENSG00000183010	6142	19965	30354	9745	39	33676
ENSG00000183011	1210	1943	7565	8616	550	23529
ENSG00000183018	514	580	21	0	583	43228
ENSG00000183019	0	2	0	0	1089	0
ENSG00000183020	19550	16525	44388	38572	6015	56551
ENSG00000183023	521	9467	12071	1268	3025	206
ENSG00000183024	0	0	0	0	0	0
ENSG00000183032	200	87	111	5	0	289
ENSG00000183034	0	0	0	0	0	0
ENSG00000183035	0	0	0	0	0	0
ENSG00000183036	299	0	0	0	0	0
ENSG00000183038	3	0	0	9	1	0
ENSG00000183044	38073	327	551	5791	1185	1006
ENSG00000183048	4901	12691	42397	22455	823	24652
ENSG00000183049	4356	712	1149	180	9799	417
ENSG00000183054	1952	1357	1480	1730	2607	3618
ENSG00000183060	1196	1126	1857	3196	1254	2725
ENSG00000183066	110	71	39	120	138	41
ENSG00000183067	269	8	6	2	0	4
ENSG00000183072	20	0	4	0	4	21
ENSG00000183077	795	1919	4905	3636	341	5751
ENSG00000183086	1578	136	609	1078	170	822
ENSG00000183087	636	40251	223352	22546	990	53165
ENSG00000183090	0	4	3	0	4	166
ENSG00000183091	3521	25	44	26	1089	1296
ENSG00000183092	1848	175	414	979	63	44
ENSG00000183098	1995	1731	2726	5	1	2
ENSG00000183103	0	0	0	0	2	0
ENSG00000183111	775	35	41	420	11	4617
ENSG00000183114	11	3	20	8	0	2
ENSG00000183117	9992	3	0	3	239	40
ENSG00000183128	0	3	7	0	0	0
ENSG00000183130	0	0	0	0	0	0
ENSG00000183134	30	113	278	44	747	8
ENSG00000183137	1272	1612	1844	1393	237	1537
ENSG00000183145	134	9	10	58	0	6
ENSG00000183146	0	0	0	0	0	0
ENSG00000183148	218	0	11	24	15	26
ENSG00000183150	1419	41	171	857	40	149
ENSG00000183153	39	247	402	7	35	17
ENSG00000183154	67	56	77	204	51	75
ENSG00000183155	2105	1525	4949	9078	1017	7554
ENSG00000183160	2	10300	24228	265	142	0
ENSG00000183161	1122	1071	1409	5757	424	1435
ENSG00000183166	8	2	1	16	12	6
ENSG00000183169	0	46	41	0	0	0
ENSG00000183172	3141	2271	7140	8874	3325	6536
ENSG00000183186	651	27	86	4	0	183
ENSG00000183196	7161	37	220	3191	12	267
ENSG00000183206	0	0	0	2	0	0
ENSG00000183207	10256	20578	59935	29972	1311	46435
ENSG00000183208	287	388	175	596	619	878
ENSG00000183230	145	4	0	10	7	0
ENSG00000183246	127	106	84	104	7	20
ENSG00000183248	7970	14	32	55	30	17
ENSG00000183250	378	440	607	776	280	658
ENSG00000183251	2	0	0	0	0	7
ENSG00000183255	24676	22978	44373	212584	7671	167913
ENSG00000183258	10767	8816	30307	18139	4246	28173
ENSG00000183260	227	287	0	0	347	1
ENSG00000183269	0	0	0	0	0	0
ENSG00000183273	0	0	0	0	1	0
ENSG00000183281	198	77	88	50	216	180
ENSG00000183283	15967	9863	36417	89434	43429	100877
ENSG00000183287	530	18228	22090	8	0	16
ENSG00000183291	6240	9311	11222	30549	5419	22287
ENSG00000183292	0	0	0	0	8	0
ENSG00000183303	0	0	0	0	0	12
ENSG00000183304	0	0	0	1	0	0
ENSG00000183305	0	0	0	0	0	0
ENSG00000183307	2899	76	355	556	265	164
ENSG00000183309	4240	5724	5624	10110	1015	7372
ENSG00000183310	0	0	0	0	1	0
ENSG00000183313	0	0	0	0	1	6
ENSG00000183317	20	0	6	2	5	2
ENSG00000183318	0	0	0	0	2	0
ENSG00000183323	438	633	589	210	1214	1266
ENSG00000183324	0	0	0	0	1	0
ENSG00000183336	1158	2023	9925	3433	1027	9487
ENSG00000183337	6643	4423	20673	17461	2539	6152
ENSG00000183340	1229	1426	1005	2654	131	974
ENSG00000183346	96	108	52	155	0	18
ENSG00000183347	41	0	0	0	30	0
ENSG00000183354	10183	4718	4434	6181	7087	8516
ENSG00000183379	12	3	0	19	4	6
ENSG00000183386	1608	16526	21007	15733	2318	6441
ENSG00000183389	0	0	0	0	0	0
ENSG00000183395	10	11	0	0	24	25
ENSG00000183396	9	9	56	14	10	26
ENSG00000183397	369	149	22	33	572	34
ENSG00000183401	1202	591	1960	3328	1578	2575
ENSG00000183421	0	70	138	5583	10	0
ENSG00000183423	50	23	6	86	12	46
ENSG00000183426	16470	19449	16798	16526	5450	29491
ENSG00000183431	6831	10858	17219	14096	4456	16800
ENSG00000183434	2	0	0	0	0	0
ENSG00000183439	14	81	175	835	43	0
ENSG00000183454	4951	8	4	6	0	0
ENSG00000183461	0	0	0	0	0	0
ENSG00000183463	0	0	0	0	1	0
ENSG00000183470	0	0	0	1	0	0
ENSG00000183473	49	0	0	0	271	0
ENSG00000183474	1565	2662	3365	5984	538	3374
ENSG00000183475	1912	2720	2419	6389	1873	4889
ENSG00000183476	85	5	0	0	25	0
ENSG00000183479	1110	2474	8332	2368	843	7009
ENSG00000183484	2	8	18	2	5366	8
ENSG00000183486	577	928	3638	30522	7203	2874
ENSG00000183495	22702	23480	64998	30851	11076	9805
ENSG00000183496	2336	556	1254	3465	159	8868
ENSG00000183508	33	30	81	77	9262	67
ENSG00000183513	3526	1614	1861	5123	1458	2392
ENSG00000183520	2246	3139	8234	7131	660	5879
ENSG00000183527	1126	5250	8090	8907	464	5018
ENSG00000183530	11010	7045	11072	13952	4865	14105
ENSG00000183542	9	0	0	0	1001	0
ENSG00000183549	3	2	5	6	0	22
ENSG00000183558	287	269	1468	373	418	2412
ENSG00000183559	0	0	0	4	0	0
ENSG00000183560	0	0	0	0	0	0
ENSG00000183562	40	13	0	0	265	0
ENSG00000183569	591	228	479	1057	560	312
ENSG00000183570	172	1319	1377	684	106	21
ENSG00000183571	1	2	0	0	11	0
ENSG00000183576	3005	4039	7625	13264	2781	7824
ENSG00000183578	27	967	5565	6	2	3015
ENSG00000183579	4073	2197	5558	2296	63	2786
ENSG00000183580	8245	4998	10500	27038	0	21054
ENSG00000183597	3021	3680	12425	41227	3552	19873
ENSG00000183598	9	47	51	40	4	233
ENSG00000183605	946	1693	2127	3860	518	2757
ENSG00000183607	0	0	0	0	0	0
ENSG00000183615	26	39	199	14825	23	372
ENSG00000183621	1703	1828	2435	1360	642	4425
ENSG00000183624	2260	2843	6835	11896	2264	8354
ENSG00000183625	2	0	0	4	773	0
ENSG00000183628	2747	468	1129	3308	241	1503
ENSG00000183631	632	0	0	0	0	0
ENSG00000183632	1	0	0	0	0	0
ENSG00000183638	26	29	8	16	14	136
ENSG00000183640	0	0	0	0	0	0
ENSG00000183643	8	0	0	1	0	0
ENSG00000183644	0	2	0	0	0	0
ENSG00000183647	500	299	1148	774	227	594
ENSG00000183648	1403	1991	5586	8330	731	4956
ENSG00000183653	25	14	48	16	12	4
ENSG00000183654	6	0	0	0	0	0
ENSG00000183655	13341	647	2751	2058	340	4779
ENSG00000183657	12	24	115	314	138	1220
ENSG00000183662	84	0	0	0	64	4
ENSG00000183665	1407	1395	1233	6248	630	1891
ENSG00000183668	0	19	35	2	0	2
ENSG00000183671	489	8148	3645	104	4	6
ENSG00000183675	4	37	43	10	32	6
ENSG00000183678	2	4	0	2	0	0
ENSG00000183682	234	32	5	4	118	42
ENSG00000183684	3427	5549	29380	8498	2134	16726
ENSG00000183688	2711	6780	29765	58893	7132	9011
ENSG00000183690	198	18	4	174	293	8
ENSG00000183691	553	28	151	0	135	309
ENSG00000183695	0	0	0	0	3	0
ENSG00000183696	262	4143	9849	16502	7600	15083
ENSG00000183704	0	0	0	0	0	0
ENSG00000183706	0	0	0	0	0	0
ENSG00000183709	0	0	0	1	3	0
ENSG00000183715	1410	62	173	0	0	1
ENSG00000183718	1615	737	999	1650	2031	1887
ENSG00000183722	6442	4929	15829	4636	33	6477
ENSG00000183723	4938	4347	8674	14960	676	5520
ENSG00000183726	7102	9582	33133	49593	6899	39750
ENSG00000183729	0	0	0	0	2	7
ENSG00000183733	0	0	0	0	1	0
ENSG00000183734	4	1	2	2	148	0
ENSG00000183735	1968	1935	2076	8060	3206	3690
ENSG00000183741	7700	13940	46688	50286	6710	18891
ENSG00000183742	6	2	2	6	30	6
ENSG00000183747	0	0	0	1	0	2
ENSG00000183748	1	2	0	5	67	26
ENSG00000183751	5722	10581	27027	13345	1743	26212
ENSG00000183753	0	0	0	0	0	0
ENSG00000183760	0	14	184	833	11	22
ENSG00000183762	3531	9549	14691	18835	115	374
ENSG00000183763	1264	1699	3997	1728	88	2084
ENSG00000183765	793	1447	3139	2630	327	4020
ENSG00000183770	10	389	1379	41	1	11
ENSG00000183773	33	24	45	608	499	44
ENSG00000183775	2798	159	29	31	0	157
ENSG00000183778	562	84	85	3	0	16
ENSG00000183779	3019	4460	26410	52610	2711	3666
ENSG00000183780	12	1	0	1	22	0
ENSG00000183783	379	3	18	0	0	228
ENSG00000183784	8	0	2	515	264	18
ENSG00000183785	213	92	245	430	297	2688
ENSG00000183791	30	21	0	0	5	0
ENSG00000183793	597	1155	1703	2425	320	3047
ENSG00000183795	0	0	0	0	0	0
ENSG00000183798	758	2084	3133	29	9	199
ENSG00000183801	7	249	260	109	17	0
ENSG00000183807	19	763	200	2	0	71
ENSG00000183808	4568	2549	2987	6382	717	2880
ENSG00000183813	0	0	0	4	2646	5
ENSG00000183814	1187	954	985	1317	107	1137
ENSG00000183826	5138	3428	4339	6615	4526	5507
ENSG00000183828	520	938	4594	6154	569	18541
ENSG00000183831	648	14	20	17	0	58
ENSG00000183833	289	26	8	59	5	192
ENSG00000183837	361	27	17	113	310	10
ENSG00000183840	1517	549	2868	4	0	20
ENSG00000183844	0	1	0	8	0	0
ENSG00000183850	874	86	348	172	1	104
ENSG00000183853	5526	44372	99433	77414	0	29978
ENSG00000183856	5107	30909	41467	11398	42	36810
ENSG00000183862	0	0	0	0	0	0
ENSG00000183864	7997	16395	32629	15648	2776	20439
ENSG00000183873	259	1454	1833	62	59	5251
ENSG00000183876	246	65	364	5724	89	41
ENSG00000183878	0	2254	2199	5770	5375	4452
ENSG00000183888	2	0	2	2	0	2
ENSG00000183889	21648	30178	20637	17073	5943	37102
ENSG00000183891	452	507	544	649	1044	1748
ENSG00000183908	133	0	0	0	0	0
ENSG00000183914	67	183	6	13	11	126
ENSG00000183918	4	2	0	0	2692	0
ENSG00000183921	0	1	0	0	4	0
ENSG00000183941	398	395	591	893	176	4449
ENSG00000183943	1912	2134	5272	8630	7460	7695
ENSG00000183955	2447	7561	11901	8059	1694	10717
ENSG00000183960	1294	5	2	97	386	9
ENSG00000183963	1620	29178	173243	21318	348	30596
ENSG00000183971	50	151	1145	596	0	204
ENSG00000183977	47	18	0	0	378	0
ENSG00000183978	3575	2908	11468	12694	326	13864
ENSG00000183979	88	81	126	77	7	56
ENSG00000184005	911	1962	178	24598	186	9098
ENSG00000184007	13060	26612	50174	37672	25927	27956
ENSG00000184009	564210	417716	1752445	2168530	110528	1371061
ENSG00000184012	8	0	0	34	4	2
ENSG00000184014	39233	15308	26851	36429	13159	58858
ENSG00000184022	0	0	0	0	0	0
ENSG00000184029	0	0	5	2	0	2
ENSG00000184032	0	0	2	0	0	0
ENSG00000184033	0	0	0	0	0	0
ENSG00000184040	3	6	23	95	6	161
ENSG00000184047	4555	4370	12020	10202	2414	14222
ENSG00000184056	2130	1807	4645	6546	1618	5746
ENSG00000184058	11	90	557	3	14	3116
ENSG00000184060	9	37	51	4	1605	107
ENSG00000184076	3797	4325	21475	14023	1263	21931
ENSG00000184083	7325	2506	2463	7473	928	3511
ENSG00000184108	0	0	0	0	0	0
ENSG00000184110	25810	50148	49951	45368	9345	99396
ENSG00000184113	30	26	68	13	68	65533
ENSG00000184117	7901	8418	16510	20534	1469	16415
ENSG00000184140	0	0	0	0	0	0
ENSG00000184144	352	2	1	6	9	6
ENSG00000184148	0	2	0	0	0	0
ENSG00000184154	1494	1119	1678	1031	1226	1444
ENSG00000184155	0	0	0	0	0	0
ENSG00000184156	929	47	114	0	27	2
ENSG00000184160	6	27	259	25	0	18
ENSG00000184162	1244	1716	5217	3909	569	2682
ENSG00000184163	37	89	176	235	101	92
ENSG00000184164	2593	1794	17846	14582	2168	19937
ENSG00000184166	0	0	0	0	0	0
ENSG00000184178	2260	5006	19127	16096	751	5618
ENSG00000184182	2265	4107	5656	12663	2959	6443
ENSG00000184185	2	3	1	350	0	98
ENSG00000184194	7734	2211	2236	5841	50	10057
ENSG00000184203	3357	4047	6485	12805	8599	4308
ENSG00000184205	3546	2357	11755	3111	14120	8642
ENSG00000184206	335	149	193	403	314	458
ENSG00000184207	3804	3497	16940	12151	1442	19040
ENSG00000184208	2413	2761	2859	1398	800	342
ENSG00000184209	1536	1575	4214	5415	1188	3673
ENSG00000184210	3	0	0	0	1	0
ENSG00000184216	7608	30288	71143	19266	9995	38293
ENSG00000184220	1246	3221	3581	2450	248	1743
ENSG00000184221	28416	0	0	0	318	0
ENSG00000184224	18	5	10	40	8	2
ENSG00000184226	5727	4445	4131	1850	124	1302
ENSG00000184227	643	923	1562	6377	183	5554
ENSG00000184232	734	6610	24921	25502	1181	16308
ENSG00000184254	0	402	283	5544	3	1452
ENSG00000184258	459	206	1	1	3	0
ENSG00000184260	41	91	378	90	36	2134
ENSG00000184261	4	8	24	2	16	15
ENSG00000184270	5	4	149	11	6	750
ENSG00000184271	2969	1203	836	3314	1933	3005
ENSG00000184276	0	0	0	0	6	0
ENSG00000184277	2702	2108	4693	7625	2516	10988
ENSG00000184281	2196	4505	10771	7013	1690	12900
ENSG00000184292	3	17	273	6	76	23741
ENSG00000184293	0	0	0	0	388	0
ENSG00000184302	0	2	0	0	0	0
ENSG00000184304	2788	4196	8645	10781	7	2463
ENSG00000184305	132	2	0	352	110	37
ENSG00000184307	124	228	238	203	387	904
ENSG00000184313	2073	4451	8633	6205	774	7759
ENSG00000184321	0	0	0	0	0	0
ENSG00000184330	0	0	0	1	0	0
ENSG00000184343	6959	719	1736	3187	106	5145
ENSG00000184344	0	0	0	0	0	625
ENSG00000184345	0	0	0	0	0	0
ENSG00000184347	16	11210	17457	19	12	1040
ENSG00000184348	24	22	93	24	8	365
ENSG00000184349	1313	1075	2332	965	82	4715
ENSG00000184350	0	10	4	6	0	0
ENSG00000184351	0	0	0	278	0	0
ENSG00000184357	23	50	1357	27	4	325
ENSG00000184361	2	3	4	3	74	0
ENSG00000184363	14	263	218	68	10	169
ENSG00000184368	269	74	106	438	10	49
ENSG00000184371	1818	10062	17217	2951	579	16963
ENSG00000184374	4	4	8	0	0	24
ENSG00000184378	55	322	426	605	3	852
ENSG00000184381	4826	2096	1620	7849	4191	2786
ENSG00000184384	22265	9264	16850	3055	5817	11514
ENSG00000184385	0	0	0	0	36	0
ENSG00000184388	11	0	0	0	0	0
ENSG00000184394	0	0	0	0	0	0
ENSG00000184402	4548	1313	2893	5180	1235	8764
ENSG00000184408	4089	6	49	4	0	7
ENSG00000184428	1849	2922	4577	9329	1260	3409
ENSG00000184432	14304	13496	21737	36579	2537	31790
ENSG00000184434	14	0	0	0	22	0
ENSG00000184436	1924	2716	6438	8015	1681	6310
ENSG00000184445	6737	4776	10011	6003	2509	8190
ENSG00000184451	47	205	490	632	106	319
ENSG00000184454	87	0	0	4	0	0
ENSG00000184459	0	2	2	0	1	1
ENSG00000184465	3510	4273	2941	4136	1538	19093
ENSG00000184470	2815	4851	11297	11435	1791	107504
ENSG00000184471	0	0	0	0	0	0
ENSG00000184478	0	0	0	0	0	0
ENSG00000184481	1019	664	852	5990	1465	2035
ENSG00000184486	9476	6	5	9	0	0
ENSG00000184489	969	354	233	5807	918	2853
ENSG00000184492	17	17	6	12	1	28
ENSG00000184497	4	1178	2949	353	38	31365
ENSG00000184500	4051	1418	2007	35190	53	1705
ENSG00000184502	0	0	0	2	0	0
ENSG00000184507	13	0	4	0	1	0
ENSG00000184508	699	2509	3335	2941	407	4384
ENSG00000184515	31	3	67	121	137	100
ENSG00000184517	2908	835	1190	3130	595	1393
ENSG00000184524	1049	754	1393	81	11	59
ENSG00000184530	5	16	9	17	0	8
ENSG00000184544	0	0	0	0	0	0
ENSG00000184545	2898	138	366	3440	4031	3685
ENSG00000184557	110	4600	11900	192	9941	3397
ENSG00000184560	10	2	0	0	0	0
ENSG00000184564	11	22	12	4	0	0
ENSG00000184566	48	0	0	0	1	0
ENSG00000184571	0	0	0	5	0	2
ENSG00000184574	27	14	22	8	678	160
ENSG00000184575	12118	44240	16505	31673	3968	21969
ENSG00000184584	60	7558	30504	33851	5612	48240
ENSG00000184588	18526	116	354	17285	18301	44535
ENSG00000184599	101	12	89	78	0	3
ENSG00000184601	1	0	0	0	0	0
ENSG00000184602	21458	1425	3671	24021	10289	11983
ENSG00000184608	1	6	0	0	4	0
ENSG00000184611	1494	0	0	0	5	67
ENSG00000184613	5697	38	7	12	7448	27
ENSG00000184619	1479	362	333	744	153	2381
ENSG00000184634	16626	16538	25695	30651	5921	21141
ENSG00000184635	2049	200	904	662	208	1661
ENSG00000184640	142407	82096	394533	382022	51032	30687
ENSG00000184647	39	0	0	0	0	0
ENSG00000184650	2	0	0	0	0	0
ENSG00000184659	11	9	4	13	0	2
ENSG00000184661	1317	2941	5709	2728	32	3429
ENSG00000184672	43	0	2	2	0	0
ENSG00000184674	8070	7435	5987	10882	288	22517
ENSG00000184675	2029	1153	3679	2494	694	1246
ENSG00000184677	8031	6095	9707	13247	9858	20092
ENSG00000184678	3335	558	1988	3481	1204	1038
ENSG00000184682	0	3	0	2	990	0
ENSG00000184697	11	13	17	4	4	73
ENSG00000184698	0	0	0	0	0	0
ENSG00000184702	12467	1903	12182	7278	1276	17180
ENSG00000184708	5526	3758	7114	9208	1457	13537
ENSG00000184709	2	0	2	34	39	12
ENSG00000184716	519	324	159	322	1594	331
ENSG00000184719	175	640	975	1959	165	708
ENSG00000184724	0	0	0	0	0	0
ENSG00000184730	9	7	2	18	6465	2
ENSG00000184731	163	4	0	0	95	0
ENSG00000184735	4	0	0	0	0	0
ENSG00000184743	4252	15303	35742	36605	3204	28189
ENSG00000184750	0	0	0	2	0	0
ENSG00000184752	1795	3462	8071	6256	1218	10966
ENSG00000184761	0	0	0	0	1	0
ENSG00000184774	5	0	0	4	3	0
ENSG00000184785	160	720	1505	1063	6	590
ENSG00000184786	21	20	8	25	9	21
ENSG00000184787	9448	8091	17244	30281	9180	37995
ENSG00000184788	41	18	0	0	59	0
